a	aː
schwammreefer	ʃwɑmʀeːfɐ
schwammsaachen	ʃwɑmsaːχən
schwamp	ʃwɑmp
schwämpchen	ʃwæmpɕən
schwämmercher	ʃwæmɐɕɐ
schwan	ʃwaːn
schwanen	ʃwaːnən
schwanger	ʃwɑŋɐ
schwangerschaft	ʃwɑŋɐʃɑft
schwangerschaften	ʃwɑŋɐʃɑftən
schwanz	ʃwɑnts
schwänz	ʃwænts
schwänzen	ʃwæntsən
geschwänzt	gəʃwæntst
schwarm	ʃwaːʀm
schwärm	ʃwɛːɐm
schwätzen	ʃwætsən
geschwat	gəʃwaːt
schwed	ʃweːt
schweden	ʃweːdən
schwedesch	ʃweːdəʃ
schwedin	ʃweːdɛ̃ː
schwedinnen	ʃweːdinən
schweebech	ʃweːbəɕ
schweebecherbréck	ʃweːbæɕɐbʀek
schweech	ʃweːɕ
schweess	ʃweːs
schweesseg	ʃweːsəɕ
schweessen	ʃweːsən
geschweesst	gəʃweːst
schwéidsbengen	ʃwɜɪtsbæŋən
schwéier	ʃwɜɪɐ
schwéierelteren	ʃwɜɪɐæltəʀən
schwéierfalen	ʃwɜɪɐfaːlən
schwéiergefall	ʃwɜɪɐgəfɑl
schwéierfälleg	ʃwɜɪɐfæləɕ
schwéierkraaft	ʃwɜɪɐkʀaːft
schwéierleit	ʃwɜɪɐlɑɪt
schwéiermamm	ʃwɜɪɐmɑm
schwéiermammen	ʃwɜɪɐmɑmən
schwéierpapp	ʃwɜɪɐpɑp
schwéierpappen	ʃwɜɪɐpɑpən
schwéierpunkt	ʃwɜɪɐpuŋkt
schwéierpunkten	ʃwɜɪɐpuŋktən
schwéiesch	ʃwɜɪəʃ
schwéieschen	ʃwɜɪəʃən
schweigeflicht	ʃwɑɪʑəfliɕt
schweigepflicht	ʃwɑɪʑəpfliɕt
schwell	ʃwæl
schwellen	ʃwælən
schwëllen	ʃwələn
schwellung	ʃwæluŋ
schwellungen	ʃwæluŋən
schwëmmer	ʃwəmɐ
schwëmmerin	ʃwəməʀin
schwëmmerinnen	ʃwəməʀinən
schwéngefleesch	ʃweŋəfleːʃ
schwéngen	ʃweŋən
schwéngerei	ʃweŋəʀɑɪ
schwéngereien	ʃweŋəʀɑɪən
schwéngsbrot	ʃweŋsbʀoːt
schwéngsbroten	ʃweŋsbʀoːtən
schwéngseg	ʃweŋsəɕ
schwéngsen	ʃweŋsən
geschwéngst	gəʃweŋst
schwéngzeg	ʃweŋtsəɕ
schwenken	ʃwæŋkən
geschwenkt	gəʃwæŋkt
schwëster	ʃwəstɐ
schwësteren	ʃwəstəʀən
schwësterchen	ʃwəstɐɕən
schwëstercher	ʃwəstɐɕɐ
schwiddelbruch	ʃwidəlbʀuχ
schwief	ʃwiəf
schwiefel	ʃwiəfəl
schwiefelen	ʃwiəfələn
geschwiefelt	gəʃwiəfælt
schwier	ʃwiːɐ
schwieren	ʃwiːɐʀən
schwiereg	ʃwiːʀəɕ
schwieregkeet	ʃwiːʀəɕkeːt
schwieregkeeten	ʃwiːʀəɕkeːtən
geschwuer	gəʃwuːɐ
schwiewel	ʃwiəvəl
schwiewelen	ʃwiəvələn
geschwiewelt	gəʃwiəvəlt
schwiewen	ʃwiəvən
geschwieft	gəʃwiəft
schwindel	ʃwiːndəl
schwindeleg	ʃwiːndələɕ
schwindelen	ʃwiːndələn
geschwindelt	gəʃwindəlt
schwindelfräi	ʃwiːndəlfʀæːɪ
schwindler	ʃwiːndlɐ
schwindlerin	ʃwiːndləʀin
schwindlerinnen	ʃwiːndləʀinən
schwoer	ʃwoːɐ
schweeër	ʃweːɐ
schwong	ʃwoŋ
schwonk	ʃwoŋk
schwul	ʃwl
sciatique	skjaːtik
sciatiquen	skjaːtikən
scolariséieren	sklɑʀizɜɪəʀən
scolariséiert	sklɑʀizɜɪɐt
scout	skɑʊt
scouten	skɑʊtən
scoutscamp	skɑʊtskɑmp
scoutscampen	skɑʊtskɑmpən
scoutschef	skɑʊtʃəf
scoutscheffen	skɑʊtʃæfən
scoutscheftaine	skɑʊtʃəftɛːnə
scoutscheftainen	skɑʊtʃəftɛːnən
sculptéieren	skylptɜɪəʀən
sculptéiert	skylptɜɪɐt
sculpteur	skylptœːʀ
sculpteuren	skylptœːʀən
sculptrice	skylptʀis
sculptricen	skylptʀisən
se	zə
sec	zæk
secateur	zækɑtœːʀ
secateuren	zækɑtœːʀən
sech	zəɕ
séchel	zəɕəl
séchelen	zəɕələn
sécher	zəɕɐ
sécheren	zəɕəʀən
geséchert	gəzəɕɐt
sécherheet	zəɕɐheːt
sécherheeten	zəɕɐheːtən
sécherheetsbeamten	zəɕɐheːtsbəɑmtən
sécherheetsdier	zəɕɐheːtsdiːɐ
sécherheetsdieren	zəɕɐheːtsdiːɐʀən
sécherheetsfirma	zəɕɐheːtsfiʀmaː
sécherheetsfirmaen	zəɕɐheːtsfiʀmaːən
sécherheetsgrënn	zəɕɐheːtsgʀən
sécherheetsgurt	zəɕɐheːtsguʀt
sécherheetsgurten	zəɕɐheːtsguʀtən
sécherheetsrisiko	zəɕɐheːtsʀizikoː
sécherheetsrisikoen	zəɕɐheːtsʀizikoːən
sécherheetstest	zəɕɐheːtstæst
sécherheetstester	zəɕɐheːtstəstɐ
sécherheetsvirschrëft	zəɕɐheːtsfiːɐʃʀəft
sécherheetsvirschrëften	zəɕɐheːtsfiːɐʃʀəftən
sécherlech	zəɕɐləɕ
sécherstellen	zəɕɐʃtælən
séchergestallt	zəɕɐgəʃtɑlt
sécherung	zəɕəʀuŋ
sécherungen	zəɕəʀuŋən
sechs	zæks
sechsen	zæksən
sechsafofzeg	zæksɑfoftsəɕ
sechsafofzegst	zæksɑfoftsəɕst
sechsanachzeg	zæksɑnɑχtsəɕ
sechsanachzegst	zæksɑnɑχtsəɕst
sechsandrësseg	zæksɑndʀəsəɕ
sechsandrëssegst	zæksɑndʀəsəɕst
sechsannonzeg	zæksɑnontsəɕ
sechsannonzegst	zæksɑnontsəɕst
sechsanuechzeg	zæksɑnuəɕtsəɕ
sechsanuechzegst	zæksɑnuəɕtsəɕst
sechsanzwanzeg	zæksɑntswɑntsəɕ
sechsanzwanzegst	zæksɑntswɑntsəɕst
sechsasechzeg	zæksɑzæɕtsəɕ
sechsasechzegst	zæksɑzæɕtsəɕst
sechsasiechzeg	zæksɑziəɕtsəɕ
sechsasiechzegst	zæksɑziəɕtsəɕst
sechsasiwwenzeg	zæksɑzivəntsəɕ
sechsasiwwenzegst	zæksɑzivəntsəɕst
sechsavéierzeg	zæksɑfɜɪɐtsəɕ
sechsavéierzegst	zæksɑfɜɪɐtsəɕst
sechseck	zæksæk
sechsecken	zæksækən
sechsfach	zæksfɑχ
sechsmol	zæksmoːl
sechst	zækst
sechstchen	zækstɕən
sechstercher	zækstɐɕɐ
sechstel	zækstəl
sechswochemass	zæksvoɕəmɑs
sechswochemassen	zæksvoɕəmɑsən
sechzeg	zæɕtsəɕ
sechzeger	zæɕtsəʑɐ
sechzegerjoren	zæɕtsəʑɐjoːʀən
sechzegst	zæɕtsəɕst
séckchen	zekɕən
séckercher	zekɐɕɐ
secondaire	zækɑ̃ːdɛːʀ
secourist	zækuʀist
secouristen	zækuʀistən
secouristin	zækuʀistin
secouristinnen	zækuʀistinən
secteur	zæktœːʀ
secteuren	zæktœːʀən
sediment	zeːdimænt
sedimenter	zeːdimæntɐ
see	zeː
seeën	zeːən
seech	zeːɕ
seechen	zeːɕən
geseecht	gəzeːɕt
seeërcher	zeːɐɕɐ
seechert	zeːʑɐt
seecherten	zeːʑɐtən
seechomes	zeːʑoːməs
seechomessen	zeːʑoːməsən
geseet	gəzeːt
seeërei	zeːɐɑɪ
seeëreien	zeːɐɑɪən
seef	zeːf
seefen	zeːfən
seefeblos	zeːfəbloːs
seefeblosen	zeːfəbloːzən
seegel	zeːʑəl
seegelen	zeːʑələn
seegelboot	zeːʑəlboːt
seegelbooter	zeːʑəlboːtɐ
geseegelt	gəzeːʑəlt
seegelfliger	zeːʑəlfliːʑɐ
seegelfligeren	zeːʑəlfliːʑəʀən
seegelschëff	zeːʑəlʃəf
seegelschëffer	zeːʑəlʃəfɐ
seegen	zeːʑən
seejomes	zeːjoːməs
seejomessen	zeːjoːməsən
seel	zeːl
seeler	zeːlɐ
seelbunn	zeːlbun
seelbunnen	zeːlbunən
seeldanz	zeːldɑnts
seeldänzer	zeːldæntsɐ
seeldänzerin	zeːldæntsəʀin
seeldänzerinnen	zeːldæntsəʀinən
seelebunn	zeːləbun
seelebunnen	zeːləbunən
seelen	zeːlən
seemchen	zeːmɕən
seemen	zeːmən
geseemt	gəzeːmt
seemiel	zeːmiəl
seemill	zeːmil
seenen	zeːnən
geseent	gəzeːnt
sëffecht	zəfəɕt
sëffechten	zəfæɕtən
sëffer	zəfɐ
sëfferen	zəfəʀən
gesëffert	gəzəfɐt
segel	zeːʑəl
segelen	zeːʑələn
segelboot	zeːʑəlboːt
segelbooter	zeːʑəlboːtɐ
gesegelt	gəzeːʑəlt
segelfliger	zeːʑəlfliːʑɐ
segelfligeren	zeːʑəlfliːʑəʀən
segelschëff	zeːʑəlʃəf
segelschëffer	zeːʑəlʃəfɐ
segen	zeːʑən
segment	zeːʑmænt
segmenter	zeːʑmæntɐ
sehn	zeːn
sehnen	zeːnən
séi	zɜɪ
séien	zɜɪən
seibecken	zɑɪbækən
seid	zɑɪt
seideg	zɑɪdəɕ
seidekäerchen	zɑɪdəkɛːɐɕən
seidekärercher	zɑɪdəkɛːʀɐɕɐ
seiden	zɑɪdən
geséit	gəzɜɪt
séier	zɜɪɐ
séihond	zɜɪhont
séihënn	zɜɪhən
séiigel	zɜɪiʑəl
séiigelen	zɜɪiʑələn
séikrank	zɜɪkʀɑŋk
séil	zɜɪl
séilen	zɜɪlən
séilchen	zɜɪlɕən
séilercher	zɜɪlɐɕɐ
séileg	zɜɪləɕ
séilegkeet	zɜɪləɕkeːt
séilegspriechen	zɜɪləɕʃpʀiəɕən
séileggesprach	zɜɪləgʒespʀɑχ
séilerou	zɜɪləʀəʊ
séileroueg	zɜɪləʀəʊəɕ
séilesch	zɜɪləʃ
séinen	zɜɪnən
geséint	gəzɜɪnt
séipäerdchen	zɜɪpɛːɐtɕən
séipäerdercher	zɜɪpɛːɐdɐɕɐ
séiraiber	zɜɪʀɑɪbɐ
séirous	zɜɪʀəʊs
séirousen	zɜɪʀəʊzən
séiss	zɜɪs
séissegkeet	zɜɪsəɕkeːt
séissegkeeten	zɜɪsəɕkeːtən
séissel	zɜɪsəl
séisselen	zɜɪsələn
séisselzeg	zɜɪsəltsəɕ
séisswaasser	zɜɪsvaːsɐ
sekonn	zəkon
sekonnen	zəkonən
sekret	səkʀet
sekreter	səkʀetɐ
sekretär	səkʀetɛːʀ
sekretären	səkʀetɛːʀən
sekretariat	səkʀetɑʀjaːt
sekretariater	səkʀetɑʀjaːtɐ
sekretärin	səkʀetɛːʀin
sekretärinnen	səkʀetɛːʀinən
sekt	zækt
sekten	zæktən
sektioun	səksjəʊn
sektiounen	zæktsjəʊnən
sektoriell	zæktoːʀjæl
selbstänneg	zəlbʃtænəɕ
selbstännegkeet	zəlbʃtænəɕkeːt
selbstbewosst	zəlbstbəvost
selbstmord	zəlbstmɔʀt
selbstmorden	zəlbstmɔʀdən
selbstmörder	zəlbstmøːʀdɐ
selbstmörderin	zəlbstmøːʀdəʀin
selbstmörderinnen	zəlbstmøːʀdəʀinən
selbststänneg	zəlbstʃtænəɕ
selbststännegkeet	zəlbstʃtænəɕkeːt
selbstverständlech	zəlbstfɐʃtændləɕ
selbstverständlechkeet	zəlbstfɐʃtændləɕkeːt
selbstverständlechkeeten	zəlbstfɐʃtændləɕkeːtən
selektionéieren	zəleksjoːnɜɪəʀən
selektionéiert	zəleksjoːnɜɪɐt
selektioun	zəleksjəʊn
selektiounen	zəlæktsjəʊnən
selektiv	zəlæktiːf
selfservice	zəlfsɛʀvis
selfservicer	zəlfsɛʀvisɐ
sëll	zəl
selschent	zəlʃənt
selwecht	zælvəɕt
sëlwer	zəlvɐ
sëlwereg	zəlvəʀəɕ
sëlwerhochzäit	zəlvɐhoχtsæːɪt
sëlwerhochzäiten	zəlvɐhoχtsæːɪtən
sëlwermedail	zəlvɐmədɑɪl
sëlwermedailen	zəlvɐmədɑɪlən
selz	zælts
semester	zəmæstɐ
seminaire	zəminɛːʀ
seminairen	zəminɛːʀən
seminär	zəminɛːʀ
seminären	zəminɛːʀən
seminarist	zəminɑʀist
seminaristen	zəminɑʀistən
seminaristin	zəminɑʀistin
seminaristinnen	zəminɑʀistinən
senat	zænaːt
senater	zænaːtɐ
sënd	zənt
sënnen	zənən
sëndegen	zəndəʑən
gesëndegt	gəzəndəɕt
senden	zændən
gesent	gəsænt
sender	zændɐ
senderen	zændəʀən
sendung	zænduŋ
sendungen	zænduŋən
senegal	zeːnegaːl
senegales	zeːnəgaːləs
senegalesesch	zeːnəgaːleːzəʃ
senegalesin	zeːnəgaːləzin
senegalesinnen	zeːnəgaːləzinən
seng	zeŋ
sengem	zeŋəm
sengen	zæŋən
gesengt	gəsæŋt
senger	zeŋɐ
sengerliewen	zeŋɐliəvən
sengerzäit	zeŋɐtsæːɪt
senil	zænj
senilitéit	zænilitɜɪt
senior	zænjoːʀ
senioren	zænjoːʀən
seniorenheem	zænjoːʀənheːm
seniorenheemer	zænjoːʀənheːmɐ
seniorin	zænjoːʀin
seniorinnen	zænjoʀinən
senkbläi	zæŋkblæːɪ
senkbläier	zæŋkblæːɪɐ
senkrecht	zæŋkʀæɕt
senkung	zæŋkuŋ
senkungen	zæŋkuŋən
sënn	zən
sënner	zənɐ
sënnegen	zənəʑən
gesënnegt	gəzənəɕt
senneng	zænæŋ
sennengerbierg	zænæŋɐbiːɐɕ
sënneren	zənəʀən
gesënnert	gəzənɐt
sënnesorgan	zənəsɔʀgaːn
sënnesorganer	zənəsɔʀgaːnɐ
sënngeméiss	zəngəmɜɪs
sënnlech	zənləɕ
sënnlechkeet	zənləɕkeːt
sënnlos	zənloːs
sënnvoll	zənfol
sensationell	zænzatsjonæl
sensatioun	zænzatsjəʊn
sensatiounen	zænzatsjəʊnən
sensibel	zænzibəl
sensibilisatiounscampagne	zænzibilizatsjəʊnskɑ̃ːmpɑɲ
sensibilisatiounscampagnen	zænzibilizatsjəʊnskɑ̃ːmpɑɲən
sensibiliséieren	zænzibilizɜɪəʀən
sensibiliséiert	zænzibilizɜɪɐt
sensibiliséierungscampagne	zænzibilizɜɪəʀuŋskɑ̃ːmpɑɲ
sensibiliséierungscampagnen	zænzibilizɜɪəʀuŋskɑ̃ːmpɑɲən
sensibilitéit	zænzibilitɜɪt
sensibilitéiten	zænzibilitɜɪtən
sensor	zænzoːʀ
sensoren	zænzoːʀən
sensualitéit	zænzwɑlitɜɪt
sentimental	zæntiːmæntaːl
sentimentalitéit	zæntiːmæntaːlitɜɪt
sentimentalitéiten	zæntiːmæntaːlitɜɪtən
separat	zæpɑʀaːt
separatist	zəpɑʀɑtist
separatisten	zəpɑʀɑtistən
separatistesch	zəpɑʀɑtistəʃ
separatistin	zəpɑʀɑtistin
separatistinnen	zəpɑʀɑtistinən
september	zæptembɐ
septemberen	zæptembəʀən
serb	sɛʀp
serben	zɐbən
serbesch	zɐbəʃ
serbien	zɐbiːən
serbin	zɐbin
serbinnen	zɐbinən
serie	seʀiː
serien	seʀiːən
seriö	seʀiːøː
seriös	seʀiːøːs
seriositéit	seʀjozitɜɪt
serpentine	zɐpɑ̃ːtin
serpentinnen	zɐpæntinən
server	sɛʀvɐ
serveren	sɛʀvəʀən
serveur	sɛʀvøː
serveuren	sɛʀvøːʀən
serveuse	sɛʀvøːs
serveusen	sɛʀvøːsən
service	sɛʀvis
servicer	sɛʀvisɐ
sëschter	zəʃtɐ
sëschteren	zəʃtəʀən
sessioun	zæsjəʊn
sessiounen	zæsjəʊnən
set	zeː
setten	zætən
sëtz	zəts
sëtzen	zətsən
gesiess	gəziəs
setzen	zætsən
gesat	gəsaːt
setzerei	zætsəʀɑɪ
setzereien	zætsəʀɑɪən
sëtzgeleeënheet	zətsgəleːənheːt
sëtzgeleeënheeten	zətsgəleːənheːtən
setzgromper	zætsgʀompɐ
setzgromperen	zætsgʀompəʀən
sëtzgrupp	zətsgʀup
sëtzgruppen	zətsgʀupən
sëtzplaz	zətsplaːts
sëtzplazen	zətsplaːtsən
sëtzung	zətsuŋ
sëtzungen	zətsuŋən
sëtzungssall	zətsuŋssɑl
sëtzungssäll	zətsuŋssæl
setzwo	zætswoː
setzwoen	zætswoːən
sex	zæks
sexappeal	zæksɑpeaːl
sexbomm	zæksbom
sexbommen	zæksbomən
sexfilm	zæksfilm
sexfilmer	zæksfilmɐ
sexistesch	zæksistəʃ
sexolog	zæksoːloːk
sexologen	zæksoːloːʁən
sexologie	zæksoːloːʒiː
sexologin	zæksoːloːgin
sexologinnen	zæksoːloːginən
sexshop	zæksʃop
sexshoppen	zæksʃopən
sextant	zækstɑ̃ː
sextanten	zækstɑntən
sexualitéit	zækswɑlitɜɪt
sexualliewen	zækswɑliəvən
sexualverbriechen	zæksuaːlfɐbʀiəɕən
sexuell	zækswæl
sexy	zæksiː
seychellen	zæiːʃælən
seycheller	zæiːʃælɐ
seychellerin	zæiːʃæləʀin
seychellerinnen	zæiːʃæləʀinən
seychellesch	zæiːʃæləʃ
sezéieren	zetsɜɪəʀən
sezéiert	zetsɜɪɐt
sezéierung	zetsɜɪəʀuŋ
sezéierungen	zetsɜɪəʀuŋən
shampoing	shɑmpwɛ̃ːŋ
shampoingen	shɑmpwɛ̃ːʒən
shampooing	shɑmpowɛ̃ːŋ
shampooingen	shɑmpowɛ̃ːʒən
shoppen	ʃopən
geshoppt	gəshopt
shoppingzenter	ʃopɛ̃ːŋtsæntɐ
shoppingzenteren	ʃopɛ̃ːŋtsæntəʀən
short	ʃɔʀt
shorten	ʃɔʀtən
show	ʃəuw
showen	ʃəuwən
si	ziː
sich	ziɕ
sichaktioun	ziʃɑksjəʊn
sichaktiounen	ziʃɑksjəʊnən
sichen	ziɕən
gesicht	gəziɕt
sicherung	ziɕəʀuŋ
sicherungen	ziɕəʀuŋən
sichtbar	ziɕtbaːʀ
sickeren	zikəʀən
gesickert	gəzikɐt
siddekäerchen	zidəkɛːɐɕən
siddekärercher	zidəkɛːʀɐɕɐ
siechzeg	ziəɕtsəɕ
siechzeger	ziəɕtsəʑɐ
siechzegerjoren	ziəɕtsəʑɐjoːʀən
siechzegst	ziəɕtsəɕst
siechzéng	ziəɕtseŋ
siechzéngt	ziəɕtseŋt
siedegen	ziədəʑən
gesiedegt	gəziədəɕt
siège	ziɛːʃ
siègen	ziɛːʑən
sielen	ziələn
sierra	ziəʀaː
leoner	leonɐ
leonerin	leonəʀin
leonerinnen	leonəʀinən
leonesch	leonəʃ
siff	zif
siffen	zifən
sift	zift
siften	ziftən
gesift	gəziːft
signal	zignaːl
signaler	zignaːlɐ
signaléieren	ziɲɑlɜɪəʀən
signaléiert	ziɲɑlɜɪɐt
signalisatioun	zignaːlizatsjəʊn
signaliséieren	zignaːlizɜɪəʀən
signaliséiert	zignaːlizɜɪɐt
signataire	ziɲɑtɛːʀ
signatairen	ziɲɑtɛːʀən
signéieren	ziɲɜɪəʀən
signéiert	ziɲɜɪɐt
siicht	ziːɕt
siichtbar	ziːɕtbaːʀ
siidlung	ziːdluŋ
siidlungen	ziːdluŋən
siiftchen	ziːftɕən
siiftercher	ziːftɐɕɐ
silb	zip
silben	zilbən
silenz	zilænts
silhouette	zilhəʊæt
silhouetten	zilhəʊætən
silo	ziloː
siloen	ziloːən
silvester	zilvæstɐ
silvesteren	zilvæstəʀən
simbabwe	zimbɑbvə
simbabwer	zimbɑbvɐ
simbabwerin	zimbɑbvəʀin
simbabwerinnen	zimbɑbvəʀinən
simbabwesch	zimbɑbvəʃ
simmer	zimɐ
simmerfarm	zimɐfɑʀm
simmerschmelz	zimɐʃmælts
simulant	zimulɑnt
simulanten	zimulɑntən
simulantin	zimulɑntin
simulantinnen	zimulɑntinən
simulatioun	zimylatsjəʊn
simulatiounen	zimylatsjəʊnən
simulator	zimulaːtoːʀ
simulatoren	zimulɑtoːʀən
simuléieren	zimylɜɪəʀən
simuléiert	zimulɜɪɐt
simultan	zimultaːn
sinfonie	sinfoniː
sinfonien	sinfoniːən
singapur	ziŋɑpuːʀ
singapurer	ziŋɑpyːʀɐ
singapurerin	ziŋɑpyːʀəʀin
singapurerinnen	ziŋɑpyːʀəʀinən
singapuresch	ziŋɑpyːʀəʃ
singulier	ziŋguljeː
singulieren	ziŋguliːɐʀən
sinister	sinistɐ
sinn	zin
gewiescht	gəviːəʃt
sinusite	sinuzit
sinusitten	sinusitən
siphon	zifɑ̃ː
siphonen	zifoːnən
sippen	zipən
gesippt	gəzipt
sippschaft	zipʃɑft
sippschaften	zipʃɑftən
sireen	siʀeːn
sireenen	siʀeːnən
siren	siʀən
sirop	siʀop
siropen	siʀoːpən
site	zit
sitten	sitən
situatioun	zitwatsjəʊn
situatiounen	zitwatsjəʊnən
sitzung	sitsuŋ
sitzungen	sitsuŋən
sitzungssall	sitsuŋssɑl
sitzungssäll	sitsuŋssæl
siwefach	ziːvəvɑχ
siwemol	ziːvəmoːl
siwen	ziːvən
siwenter	ziːvəntɐ
siwenafofzeg	ziːvənɑfoftsəɕ
siwenafofzegst	ziːvənɑfoftsəɕst
siwenanachzeg	ziːvənɑnɑχtsəɕ
siwenanachzegst	ziːvənɑnɑχtsəɕst
siwenandrësseg	ziːvənɑndʀəsəɕ
siwenandrëssegst	ziːvənɑndʀəsəɕst
siwenannonzeg	ziːvənɑnontsəɕ
siwenannonzegst	ziːvənɑnontsəɕst
siwenanuechzeg	ziːvənɑnuəɕtsəɕ
siwenanuechzegst	ziːvənɑnuəɕtsəɕst
siwenanzwanzeg	ziːvənɑntswɑntsəɕ
siwenanzwanzegst	ziːvənɑntswɑntsəɕst
siwenasechzeg	ziːvənɑzæɕtsəɕ
siwenasechzegst	ziːvənɑzæɕtsəɕst
siwenasiechzeg	ziːvənɑziəɕtsəɕ
siwenasiechzegst	ziːvənɑziəɕtsəɕst
siwenasiwwenzeg	ziːvənɑzivəntsəɕ
siwenasiwwenzegst	ziːvənɑzivəntsəɕst
siwenavéierzeg	ziːvənɑfɜɪɐtsəɕ
siwenavéierzegst	ziːvənɑfɜɪɐtsəɕst
siwent	ziːvənt
siwentel	ziːvəntəl
siweschléifer	ziːvəʃlɜɪfɐ
siwwenaler	zivənaːlɐ
siwwenzeg	zivəntsəɕ
siwwenzeger	zivəntsəʑɐ
siwwenzegerjoren	zivəntsəʑɐjoːʀən
siwwenzegst	zivəntsəɕst
siwwenzéng	zivəntseŋ
siwwenzéngt	zivəntseŋt
sixpack	zikspɑk
sixpacken	zikspɑkən
skala	skɑlaː
skalaen	skɑlaːən
skandal	skɑndaːl
skandaler	skɑndaːlɐ
skandaléis	skɑndaːlɜɪs
skandaliséieren	skɑndaːlizɜɪəʀən
skandaliséiert	skɑndaːlizɜɪɐt
skateboard	skɑtebwɑaːʀ
skateboarden	skaːtəbəʊʀdən
skaten	skaːtən
geskate	ʒæskɑt
skater	skaːtɐ
skaterin	skaːtəʀin
skaterinnen	skaːtəʀinən
skelett	skəlæt
skeletter	skəlætɐ
skepsis	skeːpsis
skeptesch	skæptəʃ
skeptiker	skæptikɐ
skeptikerin	skæptikəʀin
skeptikerinnen	skæptikəʀinən
sketch	skætɕ
sketcher	skætɕɐ
skizz	skits
skizzen	skitsən
skizzéieren	skitsɜɪəʀən
skizzéiert	skitsɜɪɐt
sklav	sklɑf
sklaven	sklɑvən
sklaverei	sklɑvəʀɑɪ
sklavin	sklɑvin
sklavinnen	sklɑvinən
skorpioun	skoχpjəʊn
skorpiounen	skoχpjəʊnən
skrupel	skʀuːpəl
skrupellos	skʀupæloːs
skulptur	skulptuːʀ
skulpturen	skulptuːʀən
skurril	skuʀj
skurrilitéit	skuʀilitɜɪt
slalom	slɑloːm
slalomen	slɑlomən
slang	slɑŋ
slangen	slɑŋən
slip	slip
slippen	slipən
slogan	sloːgaːn
sloganen	sloːgaːnən
slowak	sloːvaːk
slowaken	sloːvaːkən
slowakei	sloːvaːkɑɪ
slowakesch	sloːvaːkəʃ
slowakin	sloːvaːkin
slowakinnen	sloːvaːkinən
slowen	sloːvən
slowenen	sloːvənən
slowenesch	sloːvənəʃ
slowenien	sloːvniən
slowenin	sloːvənin
sloweninnen	sloːvəninən
smog	smoːk
smoking	smoːkiŋ
smokingen	smoːkiŋən
sms	sms
smsen	smzən
snack	snɑk
snacken	snɑkən
sniffen	snifən
gesnifft	gəsnift
so	zoː
soen	zoːən
sober	zoːbɐ
societéit	zosiətɜɪt
societéiten	zosiətɜɪtən
sockel	zokəl
sockelen	zokələn
sockett	zokæt
socketten	zokætən
gesot	gəzot
soff	zof
software	zoftvaːʀ
softwaren	zoftvaːʀən
soignéieren	zoiɲɜɪəʀən
soignéiert	zoiɲɜɪɐt
soirée	zwaːʀeː
soiréeën	zwaːʀeːən
solarenergie	solaːʀenɛʀʒiː
solarium	solaːʀium
solariumen	solaːʀiumən
solartechnik	solɑʀtæɕnik
soldéieren	soldɜɪəʀən
soldéiert	soldɜɪɐt
solden	soldən
solfège	solfɛːʃ
solidaresch	solidaːʀəʃ
solidariséieren	solidaːʀizɜɪəʀən
solidariséiert	solidaːʀizɜɪɐt
solidaritéit	solidaːʀitɜɪt
solist	solist
solisten	solistən
solistin	solistin
solistinnen	solistinən
sollen	zolən
soller	zolɐ
solo	soloː
soloen	soloːən
solper	solpɐ
solperen	solpəʀən
gesolpert	gəzolpɐt
sol	sol
solutioun	solutjəʊn
solutiounen	solutjəʊnən
som	zoːm
somalesch	zoːmaːləʃ
somalia	zoːmɑljaː
somalier	zoːmɑljeː
somalierin	zoːmɑliəʀin
somalierinnen	zoːmɑliəʀinən
sommet	someː
sommeten	someːən
sonat	zonaːt
sonaten	zonaːtən
sondage	zondaːʃ
sondagen	zondaːʒən
sonde	zondə
sonden	zondən
sondéieren	zondɜɪəʀən
sondéiert	zondɜɪɐt
sonn	zon
sonnen	zonən
sonndeg	zondəɕ
sonndeger	zondəʑɐ
sonnden	zondən
sonndes	zondəs
sonndessen	zondəsən
sonneblumm	zonəblum
sonneblummen	zonəblumən
sonnebrand	zonəbʀɑnt
sonnebränn	zonəbʀæn
sonnebrëll	zonəbʀəl
sonnebrëller	zonəbʀəlɐ
sonnecrème	zoneːkʀɛːm
sonnecrèmen	zoneːkʀɛːmən
sonneg	zonəɕ
gesonnt	gəzont
sonnendäischtert	zonəndæːɪʃtɐt
sonnendäischterten	zonəndæːɪʃtɐtən
sonnenenergie	zonənenɛʀʒiː
sonnenënnergang	zonənənɐgɑŋ
sonnenënnergäng	zonənənɐgæŋ
sonnenënnergank	zonənənɐgɑŋk
sonnenfinsternis	zonənfinstɛʀniː
sonnenfinsternissen	zonənfinstɛʀnisən
sonnenhutt	zonənhut
sonnenhitt	zonənhit
sonnenopgang	zonənopgɑŋ
sonnenopgäng	zonənopgæŋ
sonnenopgank	zonənopgɑŋk
sonneprabbeli	zonəpʀɑbəliː
sonneprabbelien	zonəpʀɑbəliːən
sonnepräbbeli	zonəpʀæbəliː
sonnepräbbelien	zonəpʀæbəliːən
sonner	zonɐ
sonnergläichen	zonɐglæːɪɕən
sonnerlech	zonɐləɕ
sonnestach	zonəʃtɑχ
sonnestéch	zonəʃtəɕ
sopran	zopʀɑn
sopranen	zopʀɑ̃ːən
sopranist	zopʀɑnist
sopranisten	zopʀɑnistən
sopranistin	zopʀɑnistin
sopranistinnen	zopʀɑnistinən
sorbet	zoːʀbət
sorbeten	zoːʀbətən
sortéieren	zɔʀtɜɪəʀən
